ECG Time [s],ECG [mV],PPG Time [s],PPG0,PPG1,PPG2,HRB Time [s],HRB Heartrate [bpm],HRB RR Interval [ms],Dosha,Peak Variability [bpm/s],Dosha Alignment,Synthetic Dosha
32.802617,0.21,35.121262,387.944,318.717,450.302,33.803721,97,774,Vata,13.0,0,Unknown
32.230159,0.532,32.944993,868.171,715.004,533.833,33.888767,64,1017,Kapha,33.0,0,Unknown
32.245016,0.451,32.948641,803.685,822.71,855.798,33.917338,64,903,Kapha,0.0,1,Kapha
32.303051,0.254,33.12109,717.797,548.4,584.131,33.94908,67,905,Kapha,3.0,1,Kapha
32.924027,0.786,35.54102,397.238,456.182,539.81,33.970841,91,819,Vata,24.0,1,Vata
29.523269,0.425,30.791394,360.803,600.303,743.771,34.156883,73,900,Pitta,18.0,0,Unknown
32.480123,0.31,33.236504,551.86,577.133,422.775,34.165961,69,1009,Kapha,4.0,1,Kapha
29.671268,0.318,30.831992,616.543,331.24,620.633,34.168591,75,947,Pitta,6.0,1,Pitta
29.958177,0.457,30.837327,749.512,660.612,506.822,34.171277,75,858,Pitta,0.0,0,Unknown
32.522001,0.222,33.29459,891.472,852.976,550.114,34.223166,64,998,Kapha,11.0,0,Unknown
32.570482,0.444,33.315799,537.068,850.482,665.555,34.244625,68,1021,Kapha,4.0,1,Kapha
32.9536,-0.067,35.544467,429.723,252.112,238.12,34.304759,86,812,Vata,18.0,1,Vata
32.904056,0.471,33.410665,501.328,888.241,604.111,34.328813,64,1016,Kapha,22.0,0,Unknown
32.971733,0.816,35.576396,592.508,392.256,337.352,34.356434,90,879,Vata,26.0,1,Vata
30.149453,0.332,30.841402,611.872,415.198,446.406,34.360969,74,925,Pitta,16.0,0,Unknown
30.212819,0.496,30.844915,367.012,642.601,487.55,34.417671,84,851,Pitta,10.0,1,Pitta
33.250183,0.458,33.593586,621.077,850.919,536.921,34.456223,60,995,Kapha,24.0,0,Unknown
30.732882,0.097,30.853621,357.88,790.949,554.471,34.56956,84,854,Pitta,24.0,0,Unknown
33.231257,-0.047,35.577051,646.042,443.834,603.483,34.602144,86,899,Vata,2.0,0,Unknown
33.269347,0.434,33.614488,428.42,463.686,465.662,34.605651,66,966,Kapha,20.0,0,Unknown
30.790505,0.002,30.869376,722.093,645.553,459.522,34.612996,70,911,Pitta,4.0,0,Unknown
33.261243,0.277,35.776193,677.667,526.112,429.832,34.728405,99,765,Vata,29.0,1,Vata
33.337029,0.123,33.761325,889.247,811.862,809.582,34.744352,65,1019,Kapha,34.0,0,Unknown
31.226964,0.437,31.096783,369.651,741.597,784.484,34.777947,72,918,Pitta,7.0,1,Pitta
31.31306,0.336,31.293059,560.116,774.099,766.539,34.785987,74,901,Pitta,2.0,0,Unknown
33.374184,0.203,33.904427,694.217,604.919,898.073,34.82509,55,914,Kapha,19.0,0,Unknown
33.312049,0.757,36.001233,593.452,675.266,473.289,34.857023,85,895,Vata,30.0,1,Unknown
33.422855,0.282,34.531213,678.476,895.401,564.771,34.866375,67,916,Kapha,18.0,0,Unknown
31.392783,-0.076,31.349809,318.557,543.376,735.336,34.954135,75,935,Pitta,8.0,1,Pitta
33.408076,-0.02,36.206916,357.703,500.326,416.408,34.975563,98,849,Vata,23.0,1,Vata
33.504255,0.075,36.464208,544.067,571.797,221.95,34.991448,91,779,Vata,7.0,0,Unknown
33.676632,0.667,36.804683,418.802,453.133,282.875,35.022815,97,794,Vata,6.0,0,Unknown
34.098516,0.664,36.951791,327.335,517.052,422.771,35.066935,86,768,Vata,11.0,0,Unknown
31.404431,0.242,31.451776,340.335,651.162,510.915,35.104669,83,854,Pitta,3.0,0,Unknown
34.20367,0.569,36.999019,620.436,235.466,304.593,35.21619,97,783,Vata,14.0,0,Unknown
34.406273,0.633,37.015615,219.213,327.196,224.99,35.255152,98,890,Vata,1.0,0,Unknown
33.530452,0.198,34.684503,727.898,636.14,590.811,35.260143,59,917,Kapha,39.0,0,Unknown
31.413815,-0.004,31.526708,636.174,725.985,645.651,35.261085,70,908,Pitta,11.0,1,Pitta
31.419805,0.378,31.623009,644.591,478.304,751.415,35.357144,83,917,Pitta,13.0,1,Pitta
34.528451,0.451,37.028699,650.881,380.927,621.825,35.367239,98,811,Vata,15.0,1,Vata
33.904337,0.453,34.798069,648.512,676.918,709.019,35.386776,68,1014,Kapha,30.0,0,Unknown
34.240991,0.198,34.881993,416.032,664.887,759.221,35.415202,58,1046,Kapha,10.0,0,Unknown
34.614233,0.102,37.070834,430.739,436.247,690.596,35.570411,86,867,Vata,28.0,1,Vata
34.696808,0.215,37.089344,518.601,222.824,596.571,35.589493,97,849,Vata,11.0,0,Unknown
34.309726,0.083,34.979909,706.156,560.869,596.015,35.646278,58,975,Kapha,39.0,0,Unknown
35.002126,0.018,37.116683,529.677,270.012,626.892,35.718196,95,771,Vata,37.0,1,Vata
35.019367,0.89,37.169421,647.559,338.407,320.989,35.811113,89,860,Vata,6.0,0,Unknown
35.058859,0.5,37.254931,518.335,685.766,680.313,35.829318,98,822,Vata,9.0,0,Unknown
34.404098,0.239,35.209227,758.087,437.511,852.465,35.85774,61,987,Kapha,37.0,0,Unknown
35.146535,0.281,37.377995,506.967,365.674,298.463,35.860097,89,896,Vata,28.0,1,Vata
34.530061,0.588,35.390064,608.375,847.826,680.002,35.894266,63,990,Kapha,26.0,0,Unknown
34.844228,0.136,35.58936,778.648,801.338,625.195,35.940758,62,947,Kapha,1.0,1,Kapha
35.449996,0.354,37.553483,233.326,441.021,675.715,35.942675,91,787,Vata,29.0,1,Vata
35.453577,0.937,37.573219,459.204,298.049,697.41,35.958127,85,819,Vata,6.0,0,Pitta
31.493999,0.256,31.888755,470.735,430.699,725.215,35.993147,83,858,Pitta,2.0,0,Unknown
34.999975,0.367,35.721343,513.501,469.763,723.336,36.12611,65,914,Kapha,18.0,0,Unknown
31.515505,0.452,32.048382,407.805,773.299,507.164,36.150682,78,942,Pitta,13.0,1,Pitta
35.031496,0.26,35.890947,510.638,788.384,876.402,36.174529,67,1022,Kapha,11.0,0,Unknown
35.129156,0.043,36.276763,480.708,712.923,797.276,36.205055,68,1026,Kapha,1.0,1,Kapha
31.653819,0.625,32.169323,706.855,663.152,356.193,36.215147,83,871,Pitta,15.0,0,Unknown
35.544874,-0.016,37.650328,275.085,505.39,555.861,36.218232,92,865,Vata,9.0,0,Unknown
31.782838,0.17,32.351465,408.552,409.841,337.815,36.224657,72,876,Pitta,20.0,0,Unknown
35.151127,0.293,36.539947,585.997,604.572,420.007,36.304289,66,997,Kapha,6.0,0,Unknown
35.873999,0.503,37.893613,568.717,340.342,690.572,36.338273,87,828,Vata,21.0,1,Vata
35.919509,0.407,37.908812,456.111,303.496,484.77,36.403903,88,897,Vata,1.0,0,Unknown
31.79822,0.766,32.481758,571.014,524.542,588.532,36.409594,79,859,Pitta,9.0,1,Pitta
36.066901,0.534,37.957314,540.114,458.286,329.771,36.410817,99,758,Vata,20.0,1,Vata
35.262194,0.421,36.623632,823.506,527.011,566.155,36.415337,62,983,Kapha,37.0,0,Unknown
32.579888,0.382,32.5544,784.104,698.226,621.314,36.461754,82,929,Pitta,20.0,0,Unknown
36.385744,-0.178,38.040342,220.836,202.753,418.498,36.465161,93,781,Vata,11.0,0,Unknown
32.686334,0.456,32.81287,373.926,573.531,724.921,36.501003,72,910,Pitta,21.0,0,Unknown
35.267724,0.308,36.656792,813.956,829.864,635.272,36.521252,59,940,Kapha,13.0,0,Unknown
36.452691,0.847,38.185815,242.396,203.832,496.78,36.581846,88,881,Vata,29.0,1,Vata
35.368248,0.523,36.851023,591.412,750.094,557.259,36.592124,60,995,Kapha,28.0,0,Unknown
36.57386,0.919,38.311557,558.162,309.534,236.541,36.600445,94,799,Vata,34.0,1,Vata
36.703245,0.478,38.347196,236.042,218.361,511.172,36.632805,96,831,Vata,2.0,0,Unknown
32.755412,0.513,32.838285,770.438,624.976,446.258,36.65757,80,900,Pitta,16.0,0,Unknown
35.383742,0.173,36.924045,694.559,673.87,750.094,36.724759,56,967,Kapha,24.0,0,Unknown
36.711174,0.636,38.614662,235.628,254.013,690.589,36.797501,99,754,Vata,43.0,1,Vata
35.445223,0.052,36.973455,760.408,704.784,813.135,36.822731,67,904,Kapha,32.0,0,Unknown
32.991851,0.5,33.021077,391.447,676.884,383.735,36.975242,71,859,Pitta,4.0,0,Unknown
36.900434,0.907,38.978799,206.054,369.43,295.054,36.978029,89,897,Vata,18.0,1,Vata
36.951006,0.649,39.019541,678.251,601.293,596.298,37.007016,91,836,Vata,2.0,0,Unknown
35.622347,0.562,37.249958,520.603,445.533,765.673,37.013044,65,952,Kapha,26.0,0,Unknown
33.028307,0.36,33.238769,583.722,611.005,489.503,37.13611,77,855,Pitta,12.0,1,Pitta
37.093084,-0.017,39.073979,568.754,486.024,653.949,37.171572,88,875,Vata,11.0,0,Unknown
33.063057,0.286,33.716115,488.504,570.04,476.788,37.174093,84,911,Pitta,4.0,0,Unknown
37.207956,0.492,39.10001,376.626,456.334,671.851,37.228427,98,824,Vata,14.0,0,Unknown
33.197438,-0.052,34.105917,782.464,674.807,366.234,37.249128,82,854,Pitta,16.0,0,Unknown
37.373429,0.528,39.270673,348.268,346.744,680.068,37.277547,85,771,Vata,3.0,0,Unknown
35.702781,0.227,37.425203,484.071,636.96,894.667,37.312918,68,1021,Kapha,17.0,0,Unknown
33.444298,-0.08,34.138992,436.771,663.782,636.141,37.338998,72,919,Pitta,4.0,0,Unknown
35.77096,0.346,37.426331,886.048,496.85,536.274,37.405908,57,1035,Kapha,15.0,0,Unknown
35.961813,0.475,37.574689,708.779,504.192,837.495,37.417557,59,921,Kapha,2.0,1,Kapha
37.397888,0.309,39.314519,374.852,665.877,460.73,37.418927,93,817,Vata,34.0,1,Vata
37.551595,0.684,39.4042,587.327,398.508,688.654,37.424585,88,793,Vata,5.0,0,Unknown
37.653485,0.921,39.470718,530.685,243.546,578.655,37.476843,93,783,Vata,5.0,0,Unknown
37.736571,0.911,39.50711,292.598,508.533,280.836,37.492446,90,826,Vata,3.0,0,Unknown
33.501139,0.222,34.157876,499.829,614.936,554.346,37.559035,75,912,Pitta,15.0,0,Unknown
36.255571,0.195,37.960622,890.708,730.652,783.311,37.628304,56,1005,Kapha,19.0,0,Unknown
36.269339,0.43,38.043303,568.878,855.628,581.089,37.64253,57,906,Kapha,1.0,1,Kapha
36.306097,0.081,38.054585,751.516,601.878,767.062,37.662025,58,1049,Kapha,1.0,1,Kapha
34.013568,0.2,34.210898,791.43,479.895,660.561,37.70537,71,905,Pitta,13.0,1,Pitta
37.763918,0.341,39.522467,287.055,256.919,438.45,37.705587,99,791,Vata,28.0,1,Vata
36.345569,0.175,38.249928,511.302,503.875,452.038,37.778474,60,945,Kapha,39.0,0,Unknown
37.868318,-0.064,39.527002,249.198,372.612,559.166,37.814833,85,886,Vata,25.0,1,Unknown
34.113135,0.249,34.330318,568.235,502.906,476.346,37.825057,76,908,Pitta,9.0,1,Pitta
34.307359,0.025,34.365632,551.315,785.219,462.851,37.826887,82,912,Pitta,6.0,1,Pitta
34.431036,0.564,34.435748,428.889,356.193,536.288,37.851062,73,938,Pitta,9.0,1,Pitta
37.910233,0.982,39.533128,530.151,453.706,323.67,37.885135,96,855,Vata,23.0,1,Vata
37.93835,0.807,39.828272,582.186,637.111,520.308,37.936929,87,844,Vata,9.0,0,Unknown
37.986087,-0.05,40.011855,332.523,446.773,533.3,37.943479,95,884,Vata,8.0,0,Unknown
36.3609,0.087,38.269331,530.6,724.373,794.667,38.04303,59,929,Kapha,36.0,0,Unknown
34.669678,0.671,34.632964,650.682,434.252,738.704,38.156375,78,908,Pitta,19.0,0,Unknown
38.004225,0.905,40.055603,210.472,551.129,281.35,38.15642,86,817,Vata,8.0,0,Unknown
36.372999,0.487,38.500543,655.951,835.594,666.165,38.162421,64,1025,Kapha,22.0,0,Unknown
38.011783,0.844,40.092768,241.086,696.408,482.543,38.182457,93,896,Vata,29.0,1,Vata
38.105619,0.423,40.356127,683.93,265.745,585.813,38.261295,99,877,Vata,6.0,0,Unknown
34.738659,0.745,34.872929,307.186,546.201,320.141,38.312624,83,900,Pitta,16.0,0,Unknown
36.390734,0.134,38.716665,559.809,774.159,546.145,38.37323,58,1000,Kapha,25.0,0,Unknown
34.777146,0.343,34.952027,324.756,718.365,702.416,38.411632,79,899,Pitta,21.0,0,Unknown
38.184625,0.51,40.405946,347.722,337.366,449.448,38.504064,96,834,Vata,17.0,1,Vata
34.78387,0.531,35.10211,599.679,381.838,484.494,38.566593,78,853,Pitta,18.0,0,Unknown
36.582492,0.43,38.82421,483.811,834.379,727.889,38.66377,67,1043,Kapha,11.0,0,Unknown
34.957719,0.67,35.11781,470.837,438.477,727.31,38.745558,76,897,Pitta,9.0,1,Pitta
37.061675,0.566,38.91205,531.44,668.277,720.81,38.829574,69,978,Kapha,7.0,0,Unknown
38.245794,0.279,40.590803,584.612,397.288,206.052,38.89908,85,832,Vata,16.0,1,Unknown
38.253448,-0.134,40.680969,512.332,410.914,204.519,38.910289,97,844,Vata,12.0,0,Unknown
38.521899,0.202,40.778837,390.97,405.511,378.515,38.918337,98,781,Vata,1.0,0,Unknown
38.545157,0.763,40.808446,302.844,653.806,663.097,38.959339,93,815,Vata,5.0,0,Unknown
38.597293,-0.194,40.813695,260.693,557.016,314.338,38.970536,93,865,Vata,0.0,0,Unknown
37.100778,0.317,39.071863,417.874,775.938,504.743,39.151613,56,1032,Kapha,37.0,0,Unknown
35.261821,0.276,35.257619,776.658,332.899,701.102,39.188204,84,881,Pitta,28.0,0,Unknown
35.285618,0.178,35.301941,751.595,652.993,474.381,39.191231,81,900,Pitta,3.0,0,Unknown
37.166704,0.324,39.221922,752.212,470.032,415.199,39.209336,66,966,Kapha,15.0,0,Unknown
38.710367,0.2,40.829958,507.506,503.953,517.182,39.247964,92,887,Vata,26.0,1,Vata
38.728338,0.278,40.994882,587.317,354.686,311.038,39.26052,92,879,Vata,0.0,0,Unknown
35.341205,0.743,35.561764,656.853,419.105,646.938,39.286243,77,901,Pitta,15.0,0,Unknown
38.952618,0.445,40.995526,521.952,611.895,360.835,39.310423,95,809,Vata,18.0,1,Vata
38.109419,0.277,39.78887,646.058,574.137,616.811,39.373679,65,922,Kapha,30.0,0,Unknown
38.977974,0.904,40.997723,465.151,677.53,624.021,39.403769,98,766,Vata,33.0,1,Vata
38.997836,0.216,41.133917,220.976,610.599,564.431,39.405364,96,845,Vata,2.0,0,Unknown
35.352877,0.364,35.583371,709.073,494.337,379.816,39.467327,72,948,Pitta,24.0,0,Unknown
35.37921,0.348,35.975836,633.666,521.851,748.141,39.542081,80,923,Pitta,8.0,1,Pitta
39.117676,0.216,41.273143,684.244,200.783,247.7,39.542725,85,893,Vata,5.0,0,Pitta
39.456774,0.685,41.367898,599.357,518.201,414.351,39.570646,95,765,Vata,10.0,0,Unknown
35.566256,0.061,36.135378,362.791,745.657,502.246,39.592192,74,883,Pitta,21.0,0,Unknown
35.642968,-0.003,36.173573,682.772,505.665,527.813,39.695464,71,885,Pitta,3.0,0,Unknown
39.521618,0.343,41.371605,346.411,225.568,214.585,39.701057,92,795,Vata,21.0,1,Vata
39.599043,0.07,41.536594,689.985,328.804,440.445,39.718137,94,856,Vata,2.0,0,Unknown
38.415055,0.196,39.888466,447.122,594.775,684.756,39.826004,59,973,Kapha,35.0,0,Unknown
39.611843,0.343,41.557557,500.941,229.762,531.217,39.853163,98,837,Vata,39.0,1,Vata
38.442613,0.285,40.258483,485.847,655.648,838.303,39.860657,59,904,Kapha,39.0,0,Unknown
39.751337,-0.031,41.620934,491.211,501.898,259.251,39.987783,87,878,Vata,28.0,1,Vata
39.810106,0.012,41.698913,574.037,543.295,344.442,40.010843,95,888,Vata,8.0,0,Unknown
40.328133,0.398,41.728032,605.885,257.244,398.918,40.065635,91,868,Vata,4.0,0,Unknown
35.870399,0.658,36.345224,405.096,372.613,652.88,40.110294,79,919,Pitta,12.0,1,Pitta
35.880547,0.453,36.570353,461.721,562.157,710.42,40.198195,76,892,Pitta,3.0,0,Unknown
40.351107,0.303,41.761237,528.239,391.919,659.766,40.269448,95,834,Vata,19.0,1,Vata
35.915706,0.193,36.611761,709.617,781.479,418.171,40.273293,82,865,Pitta,13.0,1,Pitta
40.653862,0.898,41.777327,264.048,428.118,696.628,40.288749,99,753,Vata,17.0,1,Vata
38.570003,0.362,40.30469,451.267,864.538,864.108,40.325063,65,981,Kapha,34.0,0,Unknown
40.980406,0.235,41.845216,369.134,384.527,222.456,40.34763,85,820,Vata,20.0,1,Unknown
41.053982,0.497,41.848288,664.042,260.513,580.504,40.36218,85,860,Vata,0.0,0,Unknown
41.456264,0.559,42.147898,312.308,409.474,385.862,40.3723,94,799,Vata,9.0,0,Unknown
41.513712,-0.184,42.280846,386.084,575.589,396.229,40.418725,97,889,Vata,3.0,0,Unknown
38.66539,0.592,40.335776,706.296,837.148,664.403,40.422699,61,924,Kapha,36.0,0,Unknown
41.744921,0.596,42.33451,416.038,235.504,577.132,40.441195,89,844,Vata,28.0,1,Vata
41.758452,0.014,42.388544,419.702,240.09,659.213,40.487178,89,841,Vata,0.0,0,Unknown
35.998071,0.073,36.903878,568.263,603.843,630.675,40.531942,77,908,Pitta,12.0,1,Pitta
36.200052,0.4,37.184871,729.97,791.694,495.999,40.538644,78,902,Pitta,1.0,0,Unknown
36.290366,0.426,37.266379,406.518,720.554,484.351,40.559549,80,868,Pitta,2.0,0,Unknown
41.761788,0.953,42.406633,506.47,377.386,675.464,40.561577,92,814,Vata,12.0,0,Unknown
38.797268,0.563,40.440082,447.105,467.263,776.902,40.574024,55,907,Kapha,37.0,0,Unknown
36.62265,0.086,37.273592,603.889,317.983,645.013,40.583363,80,947,Pitta,25.0,0,Unknown
41.80423,-0.022,42.490325,671.538,670.863,488.561,40.616447,91,796,Vata,11.0,0,Unknown
36.698785,0.666,37.291123,341.895,629.2,493.592,40.618605,76,938,Pitta,15.0,0,Unknown
41.820944,0.298,42.501779,320.346,534.286,378.561,40.651897,92,855,Vata,16.0,1,Vata
38.892551,0.517,41.021973,777.141,486.395,619.652,40.683623,58,1048,Kapha,34.0,0,Unknown
39.005547,0.533,41.041492,410.255,578.82,773.041,40.722794,65,901,Kapha,7.0,0,Unknown
36.720512,-0.024,37.512968,621.53,443.383,473.054,40.727293,79,944,Pitta,14.0,1,Pitta
39.100788,0.281,41.181996,524.688,545.372,502.401,40.74773,59,921,Kapha,20.0,0,Unknown
39.219389,0.394,41.206068,845.333,707.385,585.532,40.790206,62,971,Kapha,3.0,1,Kapha
42.058148,-0.098,42.543631,260.751,539.335,593.775,40.806713,90,879,Vata,28.0,1,Vata
36.736546,0.22,37.704417,681.267,579.808,717.944,40.863007,84,890,Pitta,6.0,1,Pitta
36.838767,0.512,37.732374,592.465,439.673,350.638,40.887607,79,930,Pitta,5.0,1,Pitta
36.864,0.147,37.862964,433.116,474.435,637.946,41.006069,82,896,Pitta,3.0,0,Unknown
36.985691,0.645,37.91281,315.671,761.584,424.363,41.032604,77,943,Pitta,5.0,1,Pitta
42.118013,0.996,42.845216,298.735,380.96,325.501,41.108059,90,855,Vata,13.0,0,Unknown
37.051747,0.566,38.13792,359.724,403.322,307.749,41.126431,81,903,Pitta,9.0,1,Pitta
42.149045,0.403,42.949498,643.462,496.83,482.037,41.126633,86,773,Vata,5.0,0,Unknown
39.241385,0.537,41.215645,759.266,851.388,717.114,41.15127,66,986,Kapha,20.0,0,Unknown
39.322992,0.236,41.273919,436.484,881.146,409.079,41.182334,69,971,Kapha,3.0,1,Kapha
37.075894,0.61,38.154646,611.151,737.055,383.382,41.274605,78,904,Pitta,9.0,1,Pitta
39.368766,0.577,41.27777,810.563,726.801,761.231,41.279041,66,967,Kapha,12.0,0,Unknown
39.497027,0.249,41.39376,646.518,819.08,817.768,41.286833,62,963,Kapha,4.0,1,Kapha
39.549333,0.361,41.442062,823.392,662.601,599.571,41.317757,55,993,Kapha,7.0,0,Unknown
42.181138,0.514,43.152107,522.905,205.066,379.289,41.317898,90,753,Vata,35.0,1,Vata
39.774375,0.426,41.719137,700.37,504.163,623.971,41.373865,59,918,Kapha,31.0,0,Unknown
37.116617,0.007,38.422845,767.21,315.229,603.331,41.378311,75,944,Pitta,16.0,0,Unknown
39.847544,0.57,41.721255,740.917,662.344,825.641,41.398141,64,1027,Kapha,11.0,0,Unknown
42.219472,-0.12,43.405207,342.953,518.048,528.316,41.453039,89,857,Vata,25.0,1,Vata
42.374534,0.7,43.486006,607.973,656.643,320.199,41.524419,97,768,Vata,8.0,0,Unknown
42.411441,0.052,43.51546,630.685,506.287,295.796,41.541535,87,789,Vata,10.0,0,Unknown
37.198114,0.026,38.461491,403.267,345.438,654.564,41.602914,81,868,Pitta,6.0,1,Pitta
42.484355,0.878,43.630144,623.257,636.849,659.12,41.636975,90,799,Vata,9.0,0,Unknown
37.222275,0.158,38.586261,667.513,727.338,310.529,41.64434,81,911,Pitta,9.0,1,Pitta
40.244832,0.147,41.74066,896.751,677.541,787.827,41.656485,55,986,Kapha,26.0,0,Unknown
42.730753,0.046,43.895371,659.463,561.987,250.902,41.678458,92,824,Vata,37.0,1,Vata
40.282081,0.448,41.825468,516.168,771.229,544.075,41.724429,55,981,Kapha,37.0,0,Unknown
37.498785,0.366,38.669104,733.226,615.278,318.213,41.72464,79,948,Pitta,24.0,0,Unknown
37.519798,0.573,39.049993,560.441,673.618,751.271,41.752894,71,942,Pitta,8.0,1,Pitta
42.794687,0.029,43.933493,326.121,260.279,452.979,41.769369,93,761,Vata,22.0,1,Vata
42.875755,-0.156,43.986781,577.521,651.227,310.426,41.785788,85,776,Vata,8.0,0,Pitta
43.347127,0.366,44.184121,430.27,233.222,219.465,41.828148,87,862,Vata,2.0,0,Unknown
37.618106,0.653,39.148557,634.633,404.709,336.653,41.890432,71,908,Pitta,16.0,0,Unknown
37.664725,0.534,39.215206,707.508,568.542,747.091,41.93002,73,914,Pitta,2.0,0,Unknown
43.557341,0.478,44.254938,620.999,466.984,218.009,41.93693,87,798,Vata,14.0,0,Unknown
43.56548,-0.121,44.306953,564.245,271.069,287.611,41.978374,95,893,Vata,8.0,0,Unknown
43.692981,0.731,44.562391,588.224,205.853,633.385,42.068376,92,879,Vata,3.0,0,Unknown
43.74043,0.344,44.610495,528.081,411.017,341.239,42.128766,85,809,Vata,7.0,0,Pitta
40.411007,0.312,41.88446,711.973,509.941,561.988,42.17794,56,986,Kapha,29.0,0,Unknown
37.687172,0.736,39.253228,430.338,668.61,414.083,42.179504,84,917,Pitta,28.0,0,Unknown
40.451527,0.161,41.892927,630.161,584.155,739.439,42.24514,56,996,Kapha,28.0,0,Unknown
43.776371,0.429,44.97911,288.714,347.52,675.23,42.273266,89,779,Vata,33.0,1,Vata
43.919637,0.329,45.162998,472.513,443.0,490.811,42.308349,87,833,Vata,2.0,0,Unknown
44.104263,0.281,45.494309,692.335,488.6,418.307,42.32765,86,777,Vata,1.0,0,Unknown
37.777701,0.565,39.260788,448.448,613.657,670.009,42.33956,78,877,Pitta,8.0,1,Pitta
37.843047,0.176,39.599607,300.314,535.849,454.867,42.359424,76,867,Pitta,2.0,0,Unknown
44.273815,0.472,45.495792,668.694,221.87,490.044,42.397792,99,774,Vata,23.0,1,Vata
37.921153,0.139,39.623295,781.547,779.892,729.376,42.403115,71,875,Pitta,28.0,0,Unknown
40.453178,0.466,41.982785,419.726,582.014,681.599,42.427237,69,951,Kapha,2.0,1,Kapha
44.446117,-0.014,45.661439,221.587,261.502,458.349,42.44382,92,845,Vata,23.0,1,Vata
40.656671,0.331,42.068468,407.235,879.72,481.115,42.48884,69,981,Kapha,23.0,0,Unknown
40.77311,0.397,42.37395,459.614,621.972,554.965,42.508695,63,996,Kapha,6.0,0,Unknown
40.802763,0.194,42.499443,724.546,777.547,849.992,42.514748,58,1034,Kapha,5.0,0,Unknown
44.762693,0.018,45.661674,282.407,479.321,579.388,42.525939,87,874,Vata,29.0,1,Vata
41.205343,0.289,42.845221,683.582,775.406,744.087,42.559431,57,1014,Kapha,30.0,0,Unknown
41.247888,0.37,42.914211,676.715,532.772,892.987,42.608702,65,991,Kapha,8.0,0,Unknown
37.968157,0.527,39.708644,758.772,638.079,650.227,42.834056,77,868,Pitta,12.0,1,Pitta
44.789484,0.834,45.737108,265.864,371.584,341.248,42.843163,91,759,Vata,14.0,0,Unknown
41.281831,0.243,42.938133,415.928,685.935,783.506,42.84326,55,900,Kapha,36.0,0,Unknown
45.036885,0.935,46.031297,562.99,564.587,376.525,42.90601,96,791,Vata,41.0,1,Vata
41.346545,0.119,42.963783,634.651,847.151,870.987,42.906337,66,962,Kapha,30.0,0,Unknown
41.490333,0.577,42.988576,862.311,637.599,508.094,42.940589,56,918,Kapha,10.0,0,Unknown
45.052264,0.248,46.096405,608.893,526.146,647.047,42.983827,95,789,Vata,39.0,1,Vata
38.162841,0.074,39.824564,682.284,753.875,500.907,42.987179,80,904,Pitta,15.0,0,Unknown
38.164105,-0.017,40.016125,339.538,664.885,338.151,43.003115,76,906,Pitta,4.0,0,Unknown
45.142472,0.125,46.224445,306.756,622.802,673.228,43.124377,85,826,Vata,9.0,0,Pitta
38.301035,0.379,40.016159,523.751,667.732,666.35,43.139445,78,855,Pitta,7.0,1,Pitta
38.309327,0.639,40.080195,350.946,340.009,608.442,43.206099,77,850,Pitta,1.0,0,Unknown
38.494114,-0.009,40.299614,307.96,479.732,301.456,43.269556,72,857,Pitta,5.0,1,Pitta
38.52519,0.613,40.369901,608.091,729.185,304.71,43.277236,70,946,Pitta,2.0,0,Unknown
38.810234,0.63,40.442272,780.415,416.302,704.396,43.308025,71,900,Pitta,1.0,0,Unknown
45.202691,0.573,46.255311,452.926,546.246,646.279,43.364265,90,854,Vata,19.0,1,Vata
38.847476,0.334,40.628698,751.434,357.753,429.7,43.403681,84,934,Pitta,6.0,1,Pitta
45.272572,0.29,46.408388,620.352,414.966,409.724,43.40662,87,867,Vata,3.0,0,Unknown
45.333068,-0.17,46.595811,566.401,536.483,590.183,43.406869,92,791,Vata,5.0,0,Unknown
41.592573,0.307,43.076221,598.796,872.559,785.742,43.448159,60,930,Kapha,32.0,0,Unknown
39.114052,-0.048,40.782287,648.377,463.053,618.067,43.528682,83,937,Pitta,23.0,0,Unknown
41.689244,0.44,43.107611,712.461,507.229,410.109,43.566364,63,976,Kapha,20.0,0,Unknown
39.136507,0.057,40.857197,348.32,410.219,527.107,43.571369,82,874,Pitta,19.0,0,Unknown
39.176979,0.537,41.027292,437.082,762.644,731.715,43.589805,71,896,Pitta,11.0,1,Pitta
41.773286,0.247,43.219375,789.909,437.08,735.38,43.637549,59,1020,Kapha,12.0,0,Unknown
42.246262,0.213,43.290707,791.963,845.727,634.641,43.740805,58,923,Kapha,1.0,1,Kapha
42.294668,0.244,43.33867,659.64,823.841,573.38,43.755984,67,968,Kapha,9.0,0,Unknown
39.178375,0.541,41.216486,460.028,733.983,758.481,43.771016,73,904,Pitta,6.0,1,Pitta
42.42187,0.246,43.523376,828.976,896.295,831.202,43.786358,59,958,Kapha,14.0,0,Unknown
42.520603,0.327,43.534095,595.689,739.697,827.134,43.842413,63,1013,Kapha,4.0,1,Kapha
39.354199,0.709,41.2314,681.575,549.842,798.404,43.900776,75,913,Pitta,12.0,1,Pitta
45.470767,-0.013,46.775068,471.119,337.691,438.168,43.944063,90,796,Vata,15.0,1,Vata
45.647103,0.659,46.790724,495.174,353.157,448.77,43.961943,96,771,Vata,6.0,0,Unknown
45.690638,0.591,46.791059,454.18,594.493,302.34,43.964008,86,856,Vata,10.0,0,Unknown
39.462969,0.424,41.300305,701.125,330.672,376.842,43.989181,73,932,Pitta,13.0,1,Pitta
